userid age dob_day dob_year dob_month gender tenure friend_count friendships_initiated likes likes_received mobile_likes mobile_likes_received www_likes www_likes_received
1408828 22 21 1991 8 female 343 275 160 75 53 75 47 0 6
1453882 40 8 1973 6 female 260 52 32 98 195 98 182 0 13
1379460 49 9 1964 8 female 895 0 0 0 0 0 0 0 0
1814374 23 15 1990 8 male 602 396 345 1823 684 619 201 1204 483
1087214 30 1 1983 1 male 47 46 44 2 1 2 0 0 1
1851788 19 1 1994 3 male 470 53 34 0 0 0 0 0 0
2014070 20 2 1993 1 male 289 260 161 26 87 26 84 0 3
1193997 33 16 1980 2 male 216 200 110 1741 1096 1338 665 403 431
1234816 29 21 1984 12 male 18 55 53 10 14 10 10 0 4
1845787 33 10 1980 10 female 408 0 0 0 0 0 0 0 0
1584062 23 22 1990 1 male 18 6 3 0 0 0 0 0 0
1905121 18 15 1995 3 male 348 735 530 1752 1273 1637 566 115 707
1780455 38 23 1975 4 female 574 2 1 0 0 0 0 0 0
1165378 23 14 1990 5 female 600 167 92 35 44 22 14 13 30
2101719 16 2 1997 2 female 458 227 29 0 0 0 0 0 0
1557011 19 2 1994 11 female 842 102 41 65 32 9 17 56 15
1164828 24 19 1989 4 male 637 33 16 6 5 0 2 6 3
1867415 16 6 1997 5 female 278 281 193 361 385 73 131 288 254
1898364 29 31 1984 12 female 592 1 0 0 0 0 0 0 0
2044847 40 29 1973 4 male 769 1 1 4 0 4 0 0 0
1350183 33 24 1980 9 female 910 358 99 2132 2110 1314 1433 818 677
1173966 44 22 1969 10 female 486 34 11 5 11 0 4 5 7
1389385 15 26 1998 7 female 265 213 120 41 7 41 7 0 0
2053108 41 1 1972 4 male 24 18 14 39 3 39 2 0 1
1558209 18 20 1995 6 female 231 112 60 79 27 79 17 0 10
1347289 52 24 1961 8 male 742 5 5 0 0 0 0 0 0
1099608 45 8 1968 10 female 1756 117 58 572 401 114 176 458 225
1218010 31 7 1982 5 female 1007 218 128 98 79 96 42 2 37
2109121 23 12 1990 5 male 337 58 37 0 0 0 0 0 0
1596645 26 25 1987 6 female 320 809 459 50 337 50 293 0 44
1695129 39 24 1974 6 male 271 36 15 92 15 92 14 0 1
1916585 35 10 1978 4 male 55 145 125 789 438 789 261 0 177
1949676 42 4 1971 8 female 384 134 81 55 340 50 105 5 235
1019726 15 1 1998 3 female 95 16 11 917 382 916 163 1 219
1835116 19 8 1994 8 male 406 744 471 1628 353 1417 285 211 68
2069935 20 17 1993 11 male 197 18 16 0 0 0 0 0 0
1334198 65 23 1948 7 male 327 63 21 0 0 0 0 0 0
1587930 108 4 1905 5 female 23 40 34 0 0 0 0 0 0
1802163 25 4 1988 3 male 358 195 99 145 51 145 47 0 4
1233567 18 1 1995 1 male 6 0 0 0 0 0 0 0 0
1526593 20 2 1993 7 male 444 113 69 7 0 7 0 0 0
1191812 19 23 1994 8 male 32 83 63 58 129 57 61 1 68
1182282 44 23 1969 6 female 1430 288 119 1193 465 944 193 249 272
1676904 32 8 1981 9 male 164 6 6 1 4 0 3 1 1
1713613 22 6 1991 4 male 288 8 4 4 3 4 3 0 0
1991894 25 25 1988 10 male 925 116 42 1 13 1 11 0 2
1306197 33 11 1980 4 female 303 17 3 494 179 454 53 40 126
1561987 47 12 1966 4 female 736 44 23 55 54 55 46 0 8
1255666 30 3 1983 3 male 680 0 0 0 0 0 0 0 0
2011511 52 4 1961 10 female 82 66 49 27 101 8 14 19 87
2121140 47 30 1966 6 female 358 26 19 13 1 13 1 0 0
1968341 24 26 1989 10 male 600 223 137 3 2 0 0 3 2
2075415 107 6 1906 5 female 1020 58 35 109 22 64 3 45 19
1204584 20 23 1993 5 female 380 136 91 36 18 36 18 0 0
1268190 23 3 1990 6 male 402 253 154 41 17 33 10 8 7
1677196 20 12 1993 2 female 461 6 3 0 0 0 0 0 0
1981328 43 11 1970 2 male 62 41 35 10 3 3 2 7 1
1126555 21 8 1992 1 female 740 248 149 21 15 21 6 0 9
1981108 50 28 1963 10 male 165 14 3 48 0 48 0 0 0
2083916 20 23 1993 10 female 93 298 191 557 149 557 130 0 19
1707147 15 15 1998 5 male 173 4 3 5 1 5 1 0 0
1006635 64 19 1949 4 male 669 7 7 1 1 0 0 1 1
1563117 27 25 1986 9 female 299 161 130 24 24 24 6 0 18
1391065 23 25 1990 12 female 482 11 9 2 0 0 0 2 0
2065163 63 2 1950 4 male 552 146 113 44 28 0 4 44 24
1033515 60 14 1953 9 male 990 268 233 0 1 0 0 0 1
1709201 33 6 1980 5 female 929 15 9 0 0 0 0 0 0
1205888 108 3 1905 12 male 1900 345 118 160 37 116 28 44 9
1669698 17 21 1996 7 female 85 313 212 419 806 403 319 16 487
1751356 49 16 1964 3 male 527 194 45 5 6 0 0 5 6
1236950 108 24 1905 5 male 1588 156 117 1 0 0 0 1 0
1786572 21 3 1992 3 female 372 265 205 45 165 27 83 18 82
2042743 51 2 1962 9 male 77 5 4 2 3 2 3 0 0
2133196 55 15 1958 1 male 279 135 108 40 7 0 7 40 0
2061679 24 20 1989 1 male 84 68 67 0 1 0 1 0 0
1067289 19 5 1994 11 male 487 246 64 0 0 0 0 0 0
1129978 23 8 1990 6 female 280 344 69 24 172 22 95 2 77
1682772 29 14 1984 10 male 320 116 72 415 87 0 11 415 76
1255416 73 9 1940 9 female 305 28 17 9 0 9 0 0 0
1312113 31 8 1982 8 male 202 14 9 5 1 5 1 0 0
1303453 29 14 1984 2 female 286 24 15 1 10 1 10 0 0
1883411 25 1 1988 1 male 299 8 5 0 0 0 0 0 0
2148733 18 1 1995 6 male 338 292 180 2 7 0 5 2 2
1466661 27 3 1986 10 female 882 283 224 708 329 676 245 32 84
1744815 14 13 1999 5 female 122 253 91 211 85 184 64 27 21
1090134 66 1 1947 3 male 1180 85 59 0 81 0 58 0 23
1579122 83 2 1930 8 male 1022 785 476 53 84 51 48 2 36
2052226 23 1 1990 1 male 133 11 1 8 0 8 0 0 0
2180812 75 18 1938 2 female 954 38 18 2 7 0 3 2 4
1414607 45 7 1968 1 female 776 409 101 2143 2960 2099 1584 44 1376
1813415 32 29 1981 6 male 169 205 175 0 0 0 0 0 0
1817382 69 17 1944 8 male 446 50 32 118 5 46 4 72 1
1201907 32 31 1981 5 male 807 9 5 5 12 3 1 2 11
1740406 35 18 1978 8 male 2157 186 118 7 35 6 30 1 5
1382241 38 8 1975 9 female 1327 656 473 816 436 239 253 577 183
1542444 65 19 1948 8 male 521 12 12 1 4 1 3 0 1
1503586 35 8 1978 3 male 79 129 72 3 12 3 9 0 3
1462909 29 23 1984 2 male 582 67 60 158 239 158 183 0 56
1576582 39 21 1974 7 female 354 0 0 0 0 0 0 0 0
1526353 26 18 1987 8 female 423 27 11 0 6 0 3 0 3
1385811 18 21 1995 5 male 852 153 82 510 203 402 132 108 71
1856352 35 18 1978 10 male 525 54 15 17 28 17 22 0 6
1487435 19 9 1994 6 male 571 1162 857 691 110 691 88 0 22
1328751 33 3 1980 11 male 709 70 51 3 1 3 1 0 0
1612573 20 23 1993 1 male 856 314 170 1 0 1 0 0 0
1710554 19 1 1994 1 male 249 213 120 17 10 0 5 17 5
1813671 42 5 1971 11 female 109 13 13 56 76 56 28 0 48
1554685 35 10 1978 2 male 224 160 139 332 215 332 195 0 20
1978085 18 4 1995 12 male 213 91 75 33 2 33 2 0 0
1480626 54 6 1959 8 female 1636 117 78 101 88 60 72 41 16
1086836 55 29 1958 1 female 1544 186 159 586 345 586 237 0 108
1005508 21 23 1992 8 male 19 136 125 541 217 541 203 0 14
2042658 46 4 1967 8 male 1923 78 43 3 1 3 0 0 1
2192341 14 4 1999 6 female 198 123 61 50 100 45 52 5 48
1764144 30 18 1983 6 male 480 365 91 11 18 11 15 0 3
1996844 18 12 1995 8 male 61 200 185 706 230 706 205 0 25
1777941 26 19 1987 12 male 912 225 157 79 11 0 8 79 3
1567955 19 24 1994 12 female 232 297 153 47 152 32 134 15 18
1381363 16 31 1997 7 male 207 553 291 854 356 570 223 284 133
1452587 30 11 1983 4 male 1487 299 102 33 1 33 1 0 0
2174472 52 13 1961 5 female 1384 47 16 9 1 0 1 9 0
1636354 28 3 1985 12 male 492 199 140 0 0 0 0 0 0
1365286 94 22 1919 9 female 2261 98 29 730 435 18 270 712 165
2064895 18 4 1995 3 male 410 203 139 13 13 13 7 0 6
1871229 20 14 1993 2 female 297 222 146 66 56 20 18 46 38
1151686 15 19 1998 6 male 17 16 8 5 0 5 0 0 0
1773930 22 22 1991 10 female 151 36 23 30 26 30 19 0 7
1903073 52 8 1961 8 male 164 1 0 30 66 0 5 30 61
1965172 23 4 1990 6 male 842 580 444 2 54 2 15 0 39
1549793 108 14 1905 10 female 14 3 2 2 1 2 1 0 0
1895257 21 16 1992 4 male 1075 461 343 22 65 17 42 5 23
1579375 29 17 1984 7 male 888 69 34 0 4 0 2 0 2
1519325 79 21 1934 9 female 767 58 43 7 2 7 1 0 1
1488345 57 22 1956 12 female 1652 233 37 420 154 420 103 0 51
1923120 27 18 1986 11 female 341 142 66 6 22 6 20 0 2
1677418 108 1 1905 1 female 112 203 167 29 6 0 5 29 1
1746496 17 1 1996 8 male 396 58 41 44 0 39 0 5 0
1399982 50 8 1963 2 male 292 70 66 7 6 7 6 0 0
1900367 18 29 1995 5 male 120 100 85 0 0 0 0 0 0
2159509 20 28 1993 5 male 108 61 51 0 0 0 0 0 0
1609833 18 18 1995 9 male 644 78 58 1 5 0 4 1 1
1013253 56 25 1957 8 female 274 83 50 25 348 25 107 0 241
1219618 19 19 1994 11 male 156 105 68 22 0 22 0 0 0
1894604 35 12 1978 10 female 561 139 106 80 19 80 12 0 7
1009475 54 24 1959 2 female 1824 25 13 0 7 0 6 0 1
1904806 21 26 1992 12 male 11 6 6 0 0 0 0 0 0
1711390 55 3 1958 7 male 18 16 12 37 62 37 58 0 4
2019751 23 12 1990 10 male 409 373 326 80 176 80 165 0 11
1733883 13 12 2000 7 male 163 24 19 3 1 3 1 0 0
1865529 61 5 1952 8 female 904 64 27 41 8 0 0 41 8
1469206 28 11 1985 1 male 262 73 48 1 0 1 0 0 0
1259180 24 17 1989 7 female 247 6 6 0 0 0 0 0 0
1088371 18 13 1995 2 male 98 241 204 12 11 12 11 0 0
2052948 78 21 1935 3 female 1070 26 18 0 0 0 0 0 0
1769750 22 10 1991 7 male 851 1030 813 46 40 46 39 0 1
1846499 32 28 1981 12 male 474 49 14 7 0 7 0 0 0
1025721 16 21 1997 5 female 417 432 268 1022 897 276 328 746 569
1888800 74 5 1939 9 male 1805 70 36 0 3 0 0 0 3
1389304 52 19 1961 1 male 881 12 5 1 0 0 0 1 0
1682302 23 14 1990 1 male 623 84 76 13 9 13 9 0 0
1738687 64 14 1949 10 male 654 186 121 37 24 31 17 6 7
1160275 27 19 1986 1 male 721 225 71 53 487 52 352 1 135
1244033 28 12 1985 2 male 442 63 18 27 25 27 22 0 3
1181136 29 9 1984 3 female 379 59 42 1 22 1 22 0 0
1001691 33 24 1980 12 male 187 68 55 608 52 608 44 0 8
2053536 15 8 1998 5 male 140 116 82 0 0 0 0 0 0
2092367 83 17 1930 12 male 281 24 23 0 0 0 0 0 0
1192200 26 1 1987 4 male 504 72 39 0 0 0 0 0 0
1248678 19 6 1994 4 female 170 7 3 0 0 0 0 0 0
1752097 19 24 1994 6 male 215 106 84 8 6 8 5 0 1
1669480 52 27 1961 4 female 373 14 7 0 0 0 0 0 0
1217851 35 12 1978 3 male 236 75 43 0 0 0 0 0 0
1930981 20 4 1993 9 male 571 179 143 0 22 0 12 0 10
1941724 17 3 1996 2 male 315 133 20 3 70 3 17 0 53
1505780 15 22 1998 5 female 169 91 71 59 20 47 11 12 9
1188686 23 8 1990 10 female 360 266 194 354 176 265 118 89 58
1291853 19 3 1994 5 female 450 697 253 373 625 98 392 275 233
2073805 18 10 1995 5 female 409 44 40 0 0 0 0 0 0
2148369 53 17 1960 12 female 132 62 32 284 74 284 27 0 47
2161001 24 26 1989 5 female 275 198 97 43 93 43 75 0 18
2024668 23 8 1990 7 male 739 283 171 239 284 239 215 0 69
1990710 45 10 1968 9 male 19 28 19 4 5 4 4 0 1
1073511 44 14 1969 2 male 634 2 2 0 0 0 0 0 0
1481459 66 17 1947 3 female 215 49 32 211 183 0 31 211 152
1537991 21 10 1992 10 female 471 167 34 0 1 0 1 0 0
1677574 55 4 1958 6 female 584 173 73 8 24 2 0 6 24
1148386 25 14 1988 4 male 610 184 123 350 166 350 162 0 4
1562768 21 8 1992 11 male 286 237 167 18 15 17 8 1 7
1826225 102 10 1911 8 female 2293 1314 607 355 729 354 347 1 382
1997381 54 4 1959 6 female 501 83 73 2663 127 2662 83 1 44
2053368 69 1 1944 1 male 323 70 47 998 476 0 189 998 287
2137912 108 5 1905 7 female 1485 386 149 5 3 5 3 0 0
1566127 16 31 1997 12 male 450 24 6 0 1 0 1 0 0
1116820 35 28 1978 9 female 1284 464 318 374 1098 230 417 144 681
1569610 26 5 1987 5 male 531 63 22 1 0 0 0 1 0
1328600 44 1 1969 1 male 258 9 5 4 2 4 2 0 0
1763948 69 30 1944 7 male 326 121 104 12 34 0 13 12 21
1809001 23 11 1990 12 male 430 3 2 0 0 0 0 0 0
1316951 53 4 1960 3 male 185 67 54 0 0 0 0 0 0
2159510 37 29 1976 11 female 504 21 15 49 16 49 12 0 4
1197947 15 5 1998 6 male 41 44 33 0 0 0 0 0 0
2070468 101 12 1912 12 female 450 7 6 9 1 1 0 8 1
1915344 26 12 1987 2 male 450 64 40 46 20 31 16 15 4
1934749 43 16 1970 1 female 303 39 33 2 1 2 1 0 0
1448641 29 27 1984 8 male 714 58 37 0 4 0 4 0 0
1440004 29 1 1984 7 male 117 32 15 0 1 0 1 0 0
1153176 28 12 1985 3 male 511 136 98 51 56 51 55 0 1
1924539 35 5 1978 9 female 31 6 6 0 0 0 0 0 0
1827677 23 3 1990 7 female 1421 643 243 200 156 169 64 31 92
1797510 34 1 1979 1 female 385 18 11 21 4 21 4 0 0
1129135 42 15 1971 3 male 416 93 47 693 87 630 32 63 55
1364002 18 27 1995 11 male 80 0 0 0 0 0 0 0 0
1348006 103 23 1910 10 male 883 129 111 4 0 0 0 4 0
1341256 24 3 1989 10 male 18 0 0 0 0 0 0 0 0
1022437 35 9 1978 4 male 382 64 26 41 14 0 1 41 13
1326042 39 23 1974 9 male 539 23 7 2 17 2 17 0 0
1240053 20 10 1993 3 male 317 18 9 102 9 0 1 102 8
1258126 50 18 1963 5 male 470 168 125 37 34 0 16 37 18
1876728 30 22 1983 8 male 306 349 242 22 80 8 53 14 27
2040133 49 26 1964 10 male 17 3 2 0 0 0 0 0 0
1079853 23 23 1990 3 male 227 87 80 20 0 14 0 6 0
1637311 20 15 1993 10 male 513 48 38 27 4 27 2 0 2
1415540 24 23 1989 1 female 890 390 235 481 552 481 493 0 59
1001945 18 8 1995 11 female 174 11 6 1 2 1 1 0 1
1343977 63 11 1950 4 female 497 51 20 411 147 14 40 397 107
1091714 38 30 1975 9 male 449 120 96 32 14 32 9 0 5
1240028 32 1 1981 1 female 284 7 4 201 2 176 2 25 0
1773432 105 30 1908 3 male 1494 129 69 1 1 0 0 1 1
1713830 38 8 1975 5 male 788 61 42 7 1 7 1 0 0
1665197 82 1 1931 4 female 552 23 20 0 8 0 6 0 2
1972365 28 3 1985 3 male 116 59 34 52 57 36 21 16 36
1785701 106 1 1907 12 female 186 75 57 584 330 223 201 361 129
1128883 25 19 1988 9 female 362 26 7 0 0 0 0 0 0
1549460 26 1 1987 1 male 542 95 85 0 0 0 0 0 0
1149575 33 25 1980 5 male 301 21 11 14 22 14 18 0 4
1830426 22 22 1991 5 female 469 157 25 34 81 34 43 0 38
1551867 37 10 1976 6 male 867 20 15 1 1 1 1 0 0
1604960 55 30 1958 10 male 542 84 44 442 47 429 41 13 6
1505342 68 21 1945 6 male 242 667 469 408 345 391 207 17 138
1901688 27 26 1986 6 male 239 121 107 3 2 3 1 0 1
2177547 43 23 1970 8 male 92 34 31 13 9 0 4 13 5
2099003 39 1 1974 9 male 418 96 69 242 1 242 0 0 1
1987783 24 11 1989 3 male 1639 342 154 93 136 74 87 19 49
1787154 20 5 1993 1 male 397 294 176 49 73 37 30 12 43
1698458 61 21 1952 7 female 1545 178 75 101 47 47 28 54 19
2156197 22 2 1991 12 male 311 358 283 67 82 10 64 57 18
1205660 57 17 1956 6 male 270 31 8 19 4 9 1 10 3
1868253 18 16 1995 9 male 91 97 57 9 1 6 1 3 0
1243839 22 31 1991 12 female 409 148 119 0 37 0 35 0 2
2045704 21 17 1992 10 female 202 3 3 5 4 0 4 5 0
1024643 22 12 1991 10 male 472 190 122 5 22 2 5 3 17
1947032 28 8 1985 6 male 641 82 22 1 5 1 5 0 0
2027825 22 6 1991 4 female 56 66 10 1 0 1 0 0 0
1783573 56 17 1957 12 female 836 62 11 2 2 0 1 2 1
1119040 50 30 1963 7 male 1356 184 95 22 10 22 5 0 5
2143579 19 4 1994 12 female 164 53 8 233 128 233 65 0 63
1747569 21 15 1992 9 female 840 388 219 328 185 303 101 25 84
1056698 58 1 1955 2 female 529 7 6 6 1 6 0 0 1
2143920 26 28 1987 4 female 425 137 76 35 5 35 0 0 5
2137280 52 16 1961 12 female 985 87 47 190 18 90 5 100 13
1490500 33 26 1980 2 male 680 39 33 1 21 1 20 0 1
1637136 19 7 1994 12 female 399 30 21 0 3 0 2 0 1
1402526 26 17 1987 12 male 550 171 110 3 6 0 1 3 5
1260800 32 27 1981 8 male 96 113 46 0 0 0 0 0 0
1923733 30 21 1983 12 female 399 162 90 499 117 331 40 168 77
1719143 64 26 1949 1 female 884 47 30 0 2 0 2 0 0
1744369 53 13 1960 6 male 332 24 20 1 0 1 0 0 0
1452199 16 7 1997 12 female 339 233 150 116 42 94 15 22 27
1332639 68 22 1945 6 male 466 11 7 4 1 4 1 0 0
2141575 26 1 1987 1 male 242 263 253 5 30 5 30 0 0
1159519 17 28 1996 11 male 586 155 127 7 1 7 1 0 0
1875527 32 26 1981 11 male 186 13 6 4 34 2 28 2 6
1673706 50 14 1963 9 male 314 188 134 2 0 2 0 0 0
2051840 31 12 1982 1 male 176 47 10 23 21 23 16 0 5
2187925 36 4 1977 5 male 1349 65 27 2 1 1 1 1 0
1259757 16 6 1997 3 male 332 209 159 5 1 5 1 0 0
1251319 33 1 1980 1 male 440 294 265 111 95 111 73 0 22
1004006 30 17 1983 5 male 152 47 18 0 0 0 0 0 0
1957975 93 4 1920 2 male 1262 82 65 0 17 0 12 0 5
1762571 13 1 2000 4 male 84 24 16 3 0 0 0 3 0
1946912 18 15 1995 4 male 372 188 134 8 2 8 2 0 0
1428901 21 12 1992 8 male 261 51 37 9 42 9 39 0 3
1966694 19 2 1994 4 male 276 38 38 8 1 8 1 0 0
1271002 28 7 1985 8 male 886 35 20 2 4 2 4 0 0
2095212 28 27 1985 10 male 325 16 8 0 0 0 0 0 0
1765251 27 30 1986 4 female 338 75 49 60 18 60 15 0 3
2140615 20 14 1993 2 female 544 162 107 12 0 0 0 12 0
1892288 27 2 1986 9 male 426 6 5 26 3 26 3 0 0
2168633 34 17 1979 8 female 478 68 37 110 17 63 10 47 7
1717561 26 12 1987 1 male 1300 303 104 2 453 1 249 1 204
1993884 14 20 1999 1 male 22 36 33 10 2 0 1 10 1
1671093 32 31 1981 3 female 181 8 1 355 50 0 3 355 47
2160030 25 10 1988 11 male 413 6 6 239 1 0 1 239 0
1017887 20 25 1993 1 male 592 94 38 7 8 0 5 7 3
1552821 24 25 1989 8 male 634 318 257 30 12 30 12 0 0
1711937 23 29 1990 1 female 387 124 90 18 21 18 19 0 2
1314582 36 19 1977 7 male 172 57 39 0 0 0 0 0 0
1178519 28 14 1985 1 male 77 8 8 0 0 0 0 0 0
1871620 31 29 1982 5 male 386 48 33 7 5 7 2 0 3
1796511 53 4 1960 5 female 464 2 1 134 5 0 1 134 4
1949363 47 12 1966 7 female 355 109 78 112 35 85 28 27 7
1726176 47 21 1966 12 female 1113 55 43 37 66 0 12 37 54
2072351 27 15 1986 11 female 1158 146 93 268 369 264 211 4 158
1865177 25 1 1988 1 male 173 34 22 5 0 5 0 0 0
1602041 14 5 1999 12 male 83 56 18 1 2 1 1 0 1
1182715 29 21 1984 11 female 177 28 23 4 11 4 8 0 3
2007247 35 1 1978 6 male 532 34 32 1 1 1 1 0 0
1016409 21 27 1992 5 male 140 84 69 0 0 0 0 0 0
2180974 17 2 1996 2 female 399 95 76 48 50 15 24 33 26
1530832 101 18 1912 7 female 583 245 62 27 31 27 28 0 3
1679726 103 5 1910 1 male 1099 1733 1286 44 18 44 17 0 1
1551140 20 15 1993 10 female 578 25 1 8 38 8 35 0 3
1192116 108 1 1905 9 male 846 137 96 23 10 0 2 23 8
1192782 53 2 1960 4 female 104 9 8 0 0 0 0 0 0
1661627 18 23 1995 10 female 478 211 93 542 236 542 209 0 27
1237217 17 11 1996 5 female 156 25 20 0 4 0 1 0 3
2028979 33 3 1980 11 female 508 13 7 162 18 0 2 162 16
1358293 68 16 1945 8 female 1072 82 33 40 37 1 15 39 22
1399450 26 13 1987 1 male 278 31 23 25 1 25 0 0 1
1674833 17 21 1996 6 male 445 360 309 23 49 22 32 1 17
1074623 54 6 1959 5 female 302 22 19 0 0 0 0 0 0
1177818 26 1 1987 1 male 593 109 106 122 3 122 3 0 0
1996305 17 26 1996 1 male 215 680 608 116 604 116 275 0 329
1985516 60 20 1953 9 male 1336 62 17 155 123 97 71 58 52
1630602 16 24 1997 12 male 334 109 35 0 220 0 127 0 93
2059997 23 27 1990 8 male 151 55 47 0 8 0 5 0 3
1959770 54 3 1959 9 male 391 5 3 2 6 0 6 2 0
1183269 33 25 1980 10 male 587 12 6 4 0 2 0 2 0
2157751 50 13 1963 10 female 1037 266 211 28 24 28 15 0 9
1097712 28 20 1985 9 male 215 208 176 2 14 2 10 0 4
2022803 55 7 1958 11 male 551 33 18 0 0 0 0 0 0
1146204 27 22 1986 5 male 107 46 25 0 19 0 19 0 0
2142176 61 24 1952 2 female 602 39 33 0 0 0 0 0 0
1746311 57 29 1956 5 female 435 6 4 0 0 0 0 0 0
1035719 38 7 1975 4 female 315 128 106 126 84 126 62 0 22
2074730 41 8 1972 10 female 302 8 6 0 2 0 0 0 2
1114743 26 27 1987 7 female 321 46 33 5 25 5 22 0 3
2092776 21 21 1992 11 male 1278 1179 661 24 162 24 138 0 24
1847204 64 28 1949 9 male 26 0 0 3 0 0 0 3 0
1785768 21 24 1992 11 male 243 450 350 482 361 478 197 4 164
1948194 92 9 1921 3 female 1883 169 61 179 16 179 9 0 7
2149439 18 5 1995 7 male 349 43 37 1 0 1 0 0 0
1731635 16 3 1997 10 male 849 37 22 0 0 0 0 0 0
1006603 23 5 1990 6 female 81 300 133 172 305 120 123 52 182
1147424 30 13 1983 4 male 419 38 34 0 0 0 0 0 0
1769220 53 1 1960 2 male 929 39 28 31 18 9 10 22 8
1264712 28 2 1985 7 male 273 18 14 1 1 1 1 0 0
2161162 33 8 1980 5 female 243 25 19 0 0 0 0 0 0
1994309 20 10 1993 4 male 117 22 22 3 4 3 3 0 1
1740924 39 21 1974 11 male 336 139 47 5 0 5 0 0 0
1715024 18 28 1995 2 female 395 4376 326 37 153 37 121 0 32
1861980 70 26 1943 4 female 1704 54 22 2580 777 2580 299 0 478
2028503 35 14 1978 6 male 272 18 9 8 0 0 0 8 0
1849434 76 5 1937 5 male 4 0 0 0 0 0 0 0 0
1729064 82 15 1931 7 female 2170 48 13 63 30 0 6 63 24
1591583 16 11 1997 1 male 728 1510 1224 502 501 494 393 8 108
2167383 72 1 1941 4 female 370 35 23 176 26 0 17 176 9
1598896 30 1 1983 1 male 103 31 13 0 0 0 0 0 0
1159461 18 30 1995 3 female 242 65 35 60 30 60 17 0 13
1436523 37 25 1976 6 male 559 167 52 162 18 162 8 0 10
1901424 28 21 1985 8 female 54 0 0 0 0 0 0 0 0
2145896 15 18 1998 4 male 184 182 165 2 8 2 3 0 5
1250226 45 12 1968 3 male 201 1 1 0 0 0 0 0 0
1041321 26 1 1987 1 female 289 51 39 29 14 17 5 12 9
1924198 56 20 1957 2 male 809 15 3 0 0 0 0 0 0
1217589 19 12 1994 6 male 340 4 4 0 0 0 0 0 0
1861873 25 16 1988 6 male 517 375 214 407 89 384 66 23 23
1828711 26 26 1987 6 male 710 54 22 0 0 0 0 0 0
1389916 23 20 1990 9 male 85 74 59 0 0 0 0 0 0
1591048 100 24 1913 1 male 962 750 122 0 0 0 0 0 0
2036303 23 10 1990 2 male 260 2 1 0 0 0 0 0 0
1909835 17 16 1996 4 male 397 244 161 3 4 3 4 0 0
1620934 23 20 1990 3 female 601 65 23 0 0 0 0 0 0
1788816 20 9 1993 1 male 1047 140 96 26 52 22 21 4 31
2081991 39 8 1974 4 female 373 5 2 0 0 0 0 0 0
1124189 22 10 1991 8 male 150 6 6 0 0 0 0 0 0
1858955 35 1 1978 1 male 80 29 28 16 0 16 0 0 0
1869601 51 29 1962 12 female 843 17 13 44 16 0 0 44 16
1882092 23 21 1990 9 male 348 40 26 15 5 15 4 0 1
2000171 25 25 1988 11 male 49 16 13 1 0 1 0 0 0
1599587 81 10 1932 6 female 452 29 23 2 1 0 0 2 1
2063162 39 8 1974 7 male 129 41 22 50 12 50 7 0 5
1270024 24 10 1989 8 male 1093 68 19 0 6 0 3 0 3
1624967 27 19 1986 11 female 334 116 69 321 517 291 240 30 277
1327383 57 17 1956 7 male 7 37 32 8 8 8 5 0 3
2071009 14 17 1999 4 female 371 361 173 116 145 61 62 55 83
1209021 41 24 1972 6 female 240 80 57 14 0 14 0 0 0
2071353 28 20 1985 4 male 526 26 23 23 1 0 0 23 1
1582938 57 12 1956 10 male 166 93 76 65 6 65 4 0 2
1833641 21 19 1992 6 male 668 43 22 22 2 0 0 22 2
1235712 20 19 1993 4 male 229 46 38 2 0 0 0 2 0
1558723 29 11 1984 1 female 290 69 45 38 10 0 1 38 9
1011433 25 1 1988 1 male 292 71 6 0 3 0 2 0 1
1200370 19 23 1994 8 female 343 186 113 2952 2062 444 650 2508 1412
1381692 17 10 1996 7 male 449 325 272 0 0 0 0 0 0
1958946 17 28 1996 2 male 128 108 95 1 3 0 1 1 2
1886338 29 20 1984 11 male 382 116 77 6 7 3 6 3 1
1443306 37 17 1976 8 male 775 40 25 1 2 0 0 1 2
1417112 24 25 1989 11 male 995 195 129 2 2 2 1 0 1
1845813 21 17 1992 6 male 217 222 180 312 44 312 36 0 8
1010907 28 15 1985 5 male 667 86 39 0 1 0 0 0 1
1217603 45 28 1968 2 female 1709 103 30 13 51 13 36 0 15
1714254 53 29 1960 10 male 588 13 6 12 12 12 12 0 0
1535466 28 1 1985 1 female 351 6 3 0 1 0 0 0 1
1932749 22 4 1991 9 female 74 5 1 2 1 2 1 0 0
2041242 19 3 1994 6 male 290 45 36 2 6 0 5 2 1
1584472 108 28 1905 8 male 969 1344 1052 29 71 27 54 2 17
1278789 26 20 1987 7 male 304 139 116 106 6 106 6 0 0
1109449 57 21 1956 9 male 580 921 674 11 40 2 11 9 29
1130164 18 4 1995 6 male 740 145 42 2 0 1 0 1 0
1187554 54 7 1959 1 female 284 59 42 60 17 3 5 57 12
1806966 22 29 1991 4 male 477 88 65 0 0 0 0 0 0
1977379 22 1 1991 1 male 1446 6 4 0 3 0 3 0 0
2078840 32 18 1981 8 male 717 132 72 14 0 14 0 0 0
1546999 22 4 1991 10 female 420 91 46 2 3 2 3 0 0
1001608 31 9 1982 6 female 479 241 167 854 1284 388 381 466 903
1310421 33 13 1980 5 male 313 40 10 66 74 66 15 0 59
1634378 15 17 1998 10 female 614 3126 158 7 333 7 293 0 40
1819359 53 22 1960 1 male 1050 67 24 2 15 2 7 0 8
